invoice_no,stock_code,description,quantity,invoice_date,unit_price,customer_id,country,is_guest,revenue,year,month
507794,22367,CHILDS APRON SPACEBOY DESIGN,10,2010-05-11 12:41:00,1.95,15523.0,United Kingdom,False,19.5,2010,5
560491,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,1,2011-07-19 10:51:00,4.95,12415.0,Australia,False,4.95,2011,7
501181,37503,TEA TIME CAKE STAND IN GIFT BOX,4,2010-03-15 11:33:00,10.75,14645.0,United Kingdom,False,43.0,2010,3
533761,21911,GARDEN METAL SIGN ,1,2010-11-18 14:52:00,1.65,17841.0,United Kingdom,False,1.65,2010,11
542229,22556,PLASTERS IN TIN CIRCUS PARADE ,12,2011-01-26 13:38:00,1.65,12474.0,Germany,False,19.8,2011,1
572452,23250,VINTAGE RED TRIM ENAMEL BOWL ,12,2011-10-24 12:36:00,1.25,12921.0,United Kingdom,False,15.0,2011,10
503242,47566,PARTY BUNTING,5,2010-03-31 09:42:00,4.65,15792.0,United Kingdom,False,23.25,2010,3
497353,21718,RED METAL BEACH SPADE ,2,2010-02-08 16:48:00,2.51,,United Kingdom,True,5.02,2010,2
554514,23301,GARDENERS KNEELING PAD KEEP CALM ,7,2011-05-24 15:58:00,3.29,,United Kingdom,True,23.03,2011,5
526712,21175,GIN + TONIC DIET METAL SIGN,12,2010-10-12 16:38:00,2.1,14154.0,United Kingdom,False,25.2,2010,10
536404,22805,BLUE DRAWER KNOB ACRYLIC EDWARDIAN,12,2010-12-01 11:29:00,1.25,16218.0,United Kingdom,False,15.0,2010,12
561331,22662,LUNCH BAG DOLLY GIRL DESIGN,2,2011-07-26 14:24:00,1.65,16809.0,United Kingdom,False,3.3,2011,7
559338,22230,JIGSAW TREE WITH WATERING CAN,1,2011-07-07 16:30:00,0.83,,United Kingdom,True,0.83,2011,7
511522,21622,VINTAGE UNION JACK CUSHION COVER,1,2010-06-08 16:47:00,4.95,16072.0,United Kingdom,False,4.95,2010,6
547689,22427,ENAMEL FLOWER JUG CREAM,2,2011-03-24 14:55:00,5.95,17757.0,United Kingdom,False,11.9,2011,3
518067,22668,PINK BABY BUNTING,10,2010-08-04 12:54:00,2.95,15817.0,United Kingdom,False,29.5,2010,8
495365,21955,  DOORMAT UNION JACK GUNS AND ROSES,1,2010-01-24 12:15:00,6.75,14701.0,United Kingdom,False,6.75,2010,1
494017,90013A,MIDNIGHT BLUE VINTAGE EARRINGS,1,2010-01-11 09:37:00,3.9,,United Kingdom,True,3.9,2010,1
531496,85177,BASKET OF FLOWERS SEWING KIT,6,2010-11-08 15:23:00,0.85,13738.0,United Kingdom,False,5.1,2010,11
529727,21912,VINTAGE SNAKES & LADDERS,1,2010-10-29 14:12:00,7.62,,United Kingdom,True,7.62,2010,10
517542,85183B,CHARLIE & LOLA WASTEPAPER BIN FLORA,1,2010-07-29 16:35:00,3.75,15021.0,United Kingdom,False,3.75,2010,7
580511,23389,SPACEBOY MINI BACKPACK,4,2011-12-04 13:54:00,4.15,12560.0,Germany,False,16.6,2011,12
526754,21479,WHITE SKULL HOT WATER BOTTLE ,1,2010-10-13 10:17:00,3.75,17604.0,United Kingdom,False,3.75,2010,10
537391,22665,RECIPE BOX BLUE SKETCHBOOK DESIGN,4,2010-12-06 13:53:00,2.95,16550.0,United Kingdom,False,11.8,2010,12
530969,22616,PACK OF 12 LONDON TISSUES ,24,2010-11-05 09:07:00,0.29,13448.0,United Kingdom,False,6.96,2010,11
500844,21534,DAIRY MAID LARGE MILK JUG,1,2010-03-10 12:16:00,4.95,13413.0,United Kingdom,False,4.95,2010,3
528445,22776,SWEETHEART CAKESTAND 3 TIER,1,2010-10-22 11:00:00,9.95,12748.0,United Kingdom,False,9.95,2010,10
573331,23305,SET 4 PICNIC CUTLERY BLUEBERRY,2,2011-10-30 11:25:00,1.95,15860.0,United Kingdom,False,3.9,2011,10
575607,23263,SET OF 3 WOODEN HEART DECORATIONS,12,2011-11-10 12:37:00,2.46,14096.0,United Kingdom,False,29.52,2011,11
516197,84913B,MINT GREEN ROSE TOWEL,3,2010-07-19 10:31:00,3.36,,United Kingdom,True,10.08,2010,7
518732,62096B,PURPLE/TURQ FLOWERS HANDBAG,6,2010-08-11 11:39:00,1.25,16632.0,United Kingdom,False,7.5,2010,8
567183,23251,VINTAGE RED ENAMEL TRIM MUG ,2,2011-09-18 15:32:00,1.25,14769.0,United Kingdom,False,2.5,2011,9
495179,21756,BATH BUILDING BLOCK WORD,6,2010-01-21 13:34:00,5.95,12836.0,United Kingdom,False,35.7,2010,1
570961,84970S,HANGING HEART ZINC T-LIGHT HOLDER,48,2011-10-13 11:37:00,0.85,13784.0,United Kingdom,False,40.8,2011,10
512064,21622,VINTAGE UNION JACK CUSHION COVER,4,2010-06-13 11:19:00,4.95,16290.0,United Kingdom,False,19.8,2010,6
564477,22946,WOODEN ADVENT CALENDAR CREAM,12,2011-08-25 12:59:00,12.75,13854.0,United Kingdom,False,153.0,2011,8
549425,22713,CARD I LOVE LONDON ,24,2011-04-08 11:54:00,0.42,14030.0,United Kingdom,False,10.08,2011,4
561648,22324,BLUE POLKADOT KIDS BAG,5,2011-07-28 15:21:00,1.95,15746.0,United Kingdom,False,9.75,2011,7
547063,21558,SKULL LUNCH BOX WITH CUTLERY ,2,2011-03-20 13:33:00,2.55,14769.0,United Kingdom,False,5.1,2011,3
548505,21931,JUMBO STORAGE BAG SUKI,4,2011-03-31 14:34:00,4.13,,United Kingdom,True,16.52,2011,3
551287,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,4,2011-04-27 14:17:00,0.85,17961.0,United Kingdom,False,3.4,2011,4
560018,22505,MEMO BOARD COTTAGE DESIGN,1,2011-07-14 12:52:00,4.95,15987.0,United Kingdom,False,4.95,2011,7
572353,22835,HOT WATER BOTTLE I AM SO POORLY,4,2011-10-24 11:40:00,4.95,15215.0,United Kingdom,False,19.8,2011,10
577811,22488,NATURAL SLATE RECTANGLE CHALKBOARD,12,2011-11-22 08:54:00,1.65,16311.0,United Kingdom,False,19.8,2011,11
570680,22682,FRENCH BLUE METAL DOOR SIGN 7,10,2011-10-11 15:36:00,1.25,13969.0,United Kingdom,False,12.5,2011,10
576559,23151,ZINC SWEETHEART SOAP DISH,1,2011-11-15 13:19:00,2.49,14711.0,United Kingdom,False,2.49,2011,11
552242,23201,JUMBO BAG ALPHABET,1,2011-05-06 19:22:00,2.08,12748.0,United Kingdom,False,2.08,2011,5
557636,85099F,JUMBO BAG STRAWBERRY,1,2011-06-21 15:41:00,2.08,17841.0,United Kingdom,False,2.08,2011,6
539579,22721,SET OF 3 CAKE TINS SKETCHBOOK,2,2010-12-20 12:51:00,4.95,16713.0,United Kingdom,False,9.9,2010,12
536754,21137,BLACK RECORD COVER FRAME,1,2010-12-02 14:09:00,3.75,14449.0,United Kingdom,False,3.75,2010,12
506724,84913B,MINT GREEN ROSE TOWEL,1,2010-05-04 10:02:00,3.36,,United Kingdom,True,3.36,2010,5
569545,21977,PACK OF 60 PINK PAISLEY CAKE CASES,1,2011-10-04 16:37:00,1.25,,United Kingdom,True,1.25,2011,10
561371,84912B,GREEN ROSE WASHBAG,1,2011-07-26 16:25:00,3.29,,United Kingdom,True,3.29,2011,7
548716,22530,MAGIC DRAWING SLATE DOLLY GIRL ,24,2011-04-03 15:50:00,0.42,14023.0,United Kingdom,False,10.08,2011,4
525495,22469,HEART OF WICKER SMALL,12,2010-10-05 16:34:00,1.65,15249.0,United Kingdom,False,19.8,2010,10
533381,21213,PACK OF 72 SKULL CAKE CASES,1,2010-11-17 10:55:00,0.55,14417.0,United Kingdom,False,0.55,2010,11
540154,84923,PINK BUTTERFLY HANDBAG W BOBBLES,1,2011-01-05 11:30:00,4.21,,United Kingdom,True,4.21,2011,1
529850,85099B,JUMBO BAG RED RETROSPOT,2,2010-10-31 13:35:00,1.95,16788.0,United Kingdom,False,3.9,2010,10
548542,22115,METAL SIGN EMPIRE TEA,12,2011-03-31 18:05:00,2.95,13918.0,United Kingdom,False,35.4,2011,3
547837,22241,GARLAND WOODEN HAPPY EASTER,12,2011-03-27 10:26:00,1.25,17243.0,United Kingdom,False,15.0,2011,3
523115,22262,FELT EGG COSY CHICKEN,12,2010-09-20 12:41:00,0.85,12388.0,Australia,False,10.2,2010,9
495936,37503,TEA TIME CAKE STAND IN GIFT BOX,12,2010-01-27 15:39:00,9.95,17865.0,United Kingdom,False,119.4,2010,1
572553,22255,FELT TOADSTOOL  SMALL,1,2011-10-24 17:09:00,1.63,,United Kingdom,True,1.63,2011,10
510064,22134,LADLE LOVE HEART RED ,1,2010-05-27 10:56:00,0.85,,United Kingdom,True,0.85,2010,5
494014,21680,WOODLAND  STICKERS,1,2010-01-11 09:33:00,0.83,,United Kingdom,True,0.83,2010,1
574733,23453,OVAL  MINI PORTRAIT FRAME,12,2011-11-06 15:17:00,1.95,17082.0,United Kingdom,False,23.4,2011,11
577549,23403,LETTER HOLDER HOME SWEET HOME,1,2011-11-20 15:00:00,3.75,17841.0,United Kingdom,False,3.75,2011,11
512532,22493,PAINT YOUR OWN CANVAS SET,48,2010-06-16 12:01:00,1.45,16253.0,United Kingdom,False,69.6,2010,6
510733,84791,GINGHAM HEART DECORATION,4,2010-06-03 11:12:00,2.95,15502.0,United Kingdom,False,11.8,2010,6
531383,71459,HANGING JAM JAR T-LIGHT HOLDER,12,2010-11-07 17:40:00,0.85,,United Kingdom,True,10.2,2010,11
568346,22263,FELT EGG COSY LADYBIRD ,1,2011-09-26 15:28:00,1.63,14096.0,United Kingdom,False,1.63,2011,9
539654,21874,GIN AND TONIC MUG,6,2010-12-20 17:05:00,1.25,17340.0,United Kingdom,False,7.5,2010,12
508899,22380,TOY TIDY SPACEBOY  ,10,2010-05-19 08:39:00,2.1,16839.0,United Kingdom,False,21.0,2010,5
541485,21327,SKULLS WRITING SET ,1,2011-01-18 13:05:00,1.65,18118.0,United Kingdom,False,1.65,2011,1
534396,22451,SILK PURSE BABUSHKA RED,24,2010-11-22 13:15:00,3.35,15497.0,United Kingdom,False,80.4,2010,11
574901,21523,DOORMAT FANCY FONT HOME SWEET HOME,2,2011-11-07 15:15:00,8.25,17158.0,United Kingdom,False,16.5,2011,11
530091,85099C,JUMBO  BAG BAROQUE BLACK WHITE,10,2010-11-01 13:46:00,1.95,13975.0,United Kingdom,False,19.5,2010,11
566060,82484,WOOD BLACK BOARD ANT WHITE FINISH,2,2011-09-08 15:27:00,16.63,,United Kingdom,True,33.26,2011,9
538558,21870,I CAN ONLY PLEASE ONE PERSON MUG,1,2010-12-13 10:58:00,1.25,13069.0,United Kingdom,False,1.25,2010,12
569246,85049E,SCANDINAVIAN REDS RIBBONS,1,2011-10-03 09:57:00,2.46,14096.0,United Kingdom,False,2.46,2011,10
536635,84029E,RED WOOLLY HOTTIE WHITE HEART.,8,2010-12-02 11:22:00,3.75,15955.0,United Kingdom,False,30.0,2010,12
574672,84378,SET OF 3 HEART COOKIE CUTTERS,1,2011-11-06 12:25:00,1.45,13532.0,United Kingdom,False,1.45,2011,11
541422,22446,PIN CUSHION BABUSHKA PINK,2,2011-01-17 17:48:00,2.46,,United Kingdom,True,4.92,2011,1
539437,22931,BAKING MOULD HEART WHITE CHOCOLATE,3,2010-12-17 14:54:00,2.55,,United Kingdom,True,7.65,2010,12
495344,85172,HYACINTH BULB T-LIGHT CANDLES,16,2010-01-24 10:20:00,0.42,14837.0,United Kingdom,False,6.72,2010,1
526615,84509B,SET OF 4 FAIRY CAKE PLACEMATS,1,2010-10-12 12:23:00,3.75,12748.0,United Kingdom,False,3.75,2010,10
489856,21704,BAG 250g SWIRLY MARBLES,5,2009-12-02 14:36:00,1.7,,United Kingdom,True,8.5,2009,12
504730,20712,JUMBO BAG WOODLAND ANIMALS,20,2010-04-16 11:21:00,1.95,14680.0,United Kingdom,False,39.0,2010,4
510018,85040A,S/4 PINK FLOWER CANDLES IN BOWL,6,2010-05-26 15:24:00,1.65,16986.0,United Kingdom,False,9.9,2010,5
580875,22119,PEACE WOODEN BLOCK LETTERS,12,2011-12-06 12:11:00,1.95,17744.0,United Kingdom,False,23.4,2011,12
502113,84558A,3D DOG PICTURE PLAYING CARDS,2,2010-03-23 11:01:00,2.95,15998.0,United Kingdom,False,5.9,2010,3
523417,21232,STRAWBERRY CERAMIC TRINKET BOX,12,2010-09-22 09:21:00,1.25,13474.0,United Kingdom,False,15.0,2010,9
553703,20728,LUNCH BAG CARS BLUE,10,2011-05-18 14:57:00,1.65,13192.0,United Kingdom,False,16.5,2011,5
514716,84856L,LARGE TAHITI BEACH BAG,3,2010-07-05 16:07:00,5.95,15253.0,United Kingdom,False,17.85,2010,7
517858,22631,CIRCUS PARADE LUNCH BOX ,1,2010-08-02 13:58:00,1.95,13090.0,United Kingdom,False,1.95,2010,8
574250,22355,CHARLOTTE BAG SUKI DESIGN,2,2011-11-03 13:09:00,0.85,17634.0,United Kingdom,False,1.7,2011,11
535478,22667,RECIPE BOX RETROSPOT ,3,2010-11-26 14:22:00,2.95,17757.0,United Kingdom,False,8.85,2010,11
512554,82580,BATHROOM METAL SIGN,4,2010-06-16 14:01:00,0.55,15005.0,United Kingdom,False,2.2,2010,6
520860,22757,LARGE RED BABUSHKA NOTEBOOK ,12,2010-08-31 13:57:00,1.25,12540.0,Spain,False,15.0,2010,8
574892,21668,RED STRIPE CERAMIC DRAWER KNOB,30,2011-11-07 14:40:00,1.45,14700.0,United Kingdom,False,43.5,2011,11
533799,21814,HEART T-LIGHT HOLDER ,12,2010-11-18 19:14:00,1.45,12759.0,Netherlands,False,17.4,2010,11
558111,22170,PICTURE FRAME WOOD TRIPLE PORTRAIT,1,2011-06-26 16:06:00,6.75,17114.0,United Kingdom,False,6.75,2011,6
517974,22667,RECIPE BOX RETRO SPOT DESIGN,12,2010-08-03 13:55:00,2.95,14911.0,EIRE,False,35.4,2010,8
518664,21385,IVORY HANGING DECORATION  HEART,1,2010-08-10 14:31:00,1.66,,United Kingdom,True,1.66,2010,8
516609,17091B,JASMINE TEA INCENSE IN TIN,6,2010-07-21 14:39:00,1.25,17338.0,United Kingdom,False,7.5,2010,7
522739,22664,TOY TIDY DOLLY GIRL DESIGN,3,2010-09-16 13:06:00,2.1,14963.0,United Kingdom,False,6.3,2010,9
558904,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,5,2011-07-04 16:18:00,1.63,,United Kingdom,True,8.15,2011,7
515916,21078,SET/20 STRAWBERRY PAPER NAPKINS ,2,2010-07-15 13:32:00,0.85,15542.0,United Kingdom,False,1.7,2010,7
565411,23287,RED VINTAGE SPOT BEAKER,2,2011-09-04 11:22:00,0.85,13772.0,United Kingdom,False,1.7,2011,9
500461,84750A,PINK SMALL GLASS CAKE STAND,1,2010-03-08 12:35:00,4.21,,United Kingdom,True,4.21,2010,3
565805,22383,LUNCH BAG SUKI DESIGN ,30,2011-09-07 10:51:00,1.65,18229.0,United Kingdom,False,49.5,2011,9
571716,22652,TRAVEL SEWING KIT,1,2011-10-18 17:05:00,3.29,,United Kingdom,True,3.29,2011,10
569367,23396,LE JARDIN BOTANIQUE CUSHION COVER,2,2011-10-03 15:28:00,3.75,13994.0,United Kingdom,False,7.5,2011,10
563920,22683,FRENCH BLUE METAL DOOR SIGN 8,3,2011-08-21 14:00:00,1.25,16407.0,United Kingdom,False,3.75,2011,8
571061,21988,PACK OF 6 SKULL PAPER PLATES,3,2011-10-13 14:33:00,1.63,,United Kingdom,True,4.89,2011,10
526944,84832,ZINC WILLIE WINKIE  CANDLE STICK,12,2010-10-14 10:26:00,0.85,14499.0,United Kingdom,False,10.2,2010,10
570479,20725,LUNCH BAG RED RETROSPOT,7,2011-10-10 16:58:00,1.65,17589.0,United Kingdom,False,11.55,2011,10
525214,10002,INFLATABLE POLITICAL GLOBE ,12,2010-10-04 12:45:00,0.85,14849.0,United Kingdom,False,10.2,2010,10
504626,21877,HOME SWEET HOME MUG,12,2010-04-15 12:20:00,1.25,15874.0,United Kingdom,False,15.0,2010,4
567880,23109,PACK OF SIX LED TEA LIGHTS,6,2011-09-22 14:56:00,2.89,15398.0,United Kingdom,False,17.34,2011,9
492414,84676,BATH DUCK WATERING CAN,1,2009-12-16 17:01:00,6.04,,United Kingdom,True,6.04,2009,12
519559,84665,SQUARE CHERRY BLOSSOM CABINET,4,2010-08-18 11:27:00,5.95,17627.0,United Kingdom,False,23.8,2010,8
574707,22722,SET OF 6 SPICE TINS PANTRY DESIGN,1,2011-11-06 14:08:00,3.95,17107.0,United Kingdom,False,3.95,2011,11
537237,21154,RED RETROSPOT OVEN GLOVE ,2,2010-12-06 09:58:00,2.51,,United Kingdom,True,5.02,2010,12
539421,21481,FAWN BLUE HOT WATER BOTTLE,6,2010-12-17 14:21:00,2.95,14016.0,EIRE,False,17.7,2010,12
502486,17039,INLAID WOOD INCENSE HOLDER,1,2010-03-24 17:43:00,0.64,,United Kingdom,True,0.64,2010,3
557116,84968F,SET OF 16 VINTAGE SKY BLUE CUTLERY,1,2011-06-16 16:57:00,12.75,15219.0,United Kingdom,False,12.75,2011,6
496294,21485,RED SPOT HEART HOT WATER BOTTLE,3,2010-01-31 10:15:00,4.95,17243.0,United Kingdom,False,14.85,2010,1
576099,84991,60 TEATIME FAIRY CAKE CASES,24,2011-11-14 10:28:00,0.55,13021.0,United Kingdom,False,13.2,2011,11
574898,23581,JUMBO BAG PAISLEY PARK,20,2011-11-07 15:07:00,2.08,16242.0,United Kingdom,False,41.6,2011,11
581492,21213,PACK OF 72 SKULL CAKE CASES,2,2011-12-09 10:03:00,1.25,,United Kingdom,True,2.5,2011,12
571442,23530,WALL ART ONLY ONE PERSON ,3,2011-10-17 13:39:00,4.95,17049.0,United Kingdom,False,14.85,2011,10
546163,22616,PACK OF 12 LONDON TISSUES ,12,2011-03-10 10:03:00,0.29,17377.0,United Kingdom,False,3.48,2011,3
541999,20685,DOORMAT RED RETROSPOT,1,2011-01-25 10:45:00,7.46,,United Kingdom,True,7.46,2011,1
574722,21733,RED HANGING HEART T-LIGHT HOLDER,2,2011-11-06 14:45:00,2.95,14502.0,United Kingdom,False,5.9,2011,11
550199,20725,LUNCH BAG RED RETROSPOT,10,2011-04-15 10:20:00,1.65,16523.0,United Kingdom,False,16.5,2011,4
504890,84997D,PINK 3 PIECE MINI DOTS CUTLERY SET,2,2010-04-18 13:53:00,3.75,14415.0,United Kingdom,False,7.5,2010,4
533969,21357,TOAST ITS - DINOSAUR,1,2010-11-19 13:16:00,1.25,18022.0,United Kingdom,False,1.25,2010,11
550458,85202,HANGING WOOD AND FELT HEART,1,2011-04-18 13:13:00,0.79,,United Kingdom,True,0.79,2011,4
527886,21042,RED RETROSPOT APRON ,3,2010-10-19 12:06:00,5.95,18277.0,United Kingdom,False,17.85,2010,10
538153,22776,SWEETHEART CAKESTAND 3 TIER,2,2010-12-09 16:31:00,20.38,,United Kingdom,True,40.76,2010,12
568321,21890,S/6 WOODEN SKITTLES IN COTTON BAG,6,2011-09-26 13:36:00,3.25,13639.0,United Kingdom,False,19.5,2011,9
505236,22450,SILK PURSE RUSSIAN DOLL BLUE,6,2010-04-21 10:58:00,3.35,12391.0,Cyprus,False,20.1,2010,4
529079,21815,STAR  T-LIGHT HOLDER ,12,2010-10-26 13:00:00,1.45,16034.0,United Kingdom,False,17.4,2010,10
493721,20941,FROG CANDLE,12,2010-01-06 10:53:00,1.25,17362.0,United Kingdom,False,15.0,2010,1
580876,22185,SLATE TILE NATURAL HANGING,2,2011-12-06 12:12:00,0.79,14071.0,United Kingdom,False,1.58,2011,12
539718,22149,FELTCRAFT 6 FLOWER FRIENDS,1,2010-12-21 13:06:00,4.21,,United Kingdom,True,4.21,2010,12
575643,22867,HAND WARMER BIRD DESIGN,12,2011-11-10 14:09:00,2.1,13267.0,United Kingdom,False,25.2,2011,11
572452,23209,LUNCH BAG VINTAGE DOILY ,40,2011-10-24 12:36:00,1.65,12921.0,United Kingdom,False,66.0,2011,10
516877,21217,RED SPOTTY ROUND CAKE TINS,1,2010-07-23 13:30:00,9.95,17364.0,United Kingdom,False,9.95,2010,7
553863,23254,CHILDRENS CUTLERY DOLLY GIRL ,4,2011-05-19 14:05:00,4.15,13418.0,United Kingdom,False,16.6,2011,5
562106,21678,PAISLEY PATTERN  STICKERS,6,2011-08-02 15:19:00,0.85,14076.0,United Kingdom,False,5.1,2011,8
545288,21470,FLOWER VINE RAFFIA FOOD COVER,2,2011-03-01 11:48:00,3.75,15311.0,United Kingdom,False,7.5,2011,3
565593,21137,BLACK RECORD COVER FRAME,4,2011-09-05 14:07:00,3.75,17612.0,United Kingdom,False,15.0,2011,9
502030,22423,REGENCY CAKESTAND 3 TIER,4,2010-03-22 13:11:00,25.49,,United Kingdom,True,101.96,2010,3
551791,23126,FELTCRAFT GIRL AMELIE KIT,8,2011-05-04 11:26:00,4.95,13220.0,United Kingdom,False,39.6,2011,5
